date,generation_kwh,consumption_kwh,grid_feed_in_kwh,grid_purchase_kwh,charge_kwh,discharge_kwh
2026-03-14,24.132833333333334,23.5745,0.06416666666666666,0.112,13.881583333333333,13.506666666666666
2026-03-15,25.826249999999998,26.214666666666666,0.09283333333333334,0.026083333333333333,15.297083333333333,16.14925
2026-03-16,28.964,27.398,0.09908333333333333,0.02025,16.876833333333334,15.777416666666666
2026-03-17,31.382749999999998,30.835083333333333,0.0875,0.8044166666666667,17.754916666666666,17.056083333333333
2026-03-18,31.62633333333333,28.45825,0.0665,0.082,19.533416666666668,16.800416666666667
2026-03-19,32.59433333333333,31.810666666666666,0.09208333333333334,2.1334166666666667,19.00225,16.846333333333334
2026-03-20,33.85366666666667,30.284916666666664,0.10975,0.009083333333333334,18.960583333333332,16.0095
2026-03-21,33.00375,31.938416666666665,0.07908333333333332,0.9105833333333333,17.994916666666665,16.60033333333333
2026-03-22,34.13641666666667,35.585166666666666,0.08958333333333333,3.643,18.884999999999998,17.507416666666668
2026-03-23,31.506083333333333,31.87725,0.11549999999999999,2.9768333333333334,18.8045,16.922
2026-03-24,33.33558333333333,31.81675,0.103,0.7139166666666666,18.426666666666666,16.896
2026-03-25,35.294,35.563916666666664,0.03766666666666667,3.298583333333333,19.044666666666664,16.845583333333334
2026-03-26,37.47333333333333,37.08225,0.15566666666666665,2.5204999999999997,19.162499999999998,17.103166666666667
2026-03-27,32.887166666666666,28.575333333333333,0.06958333333333333,0.01925,18.295083333333334,14.40475
2026-03-28,37.21216666666667,33.51466666666666,0.042833333333333334,0.02175,16.191416666666665,12.949666666666666
2026-03-29,24.874583333333334,24.014416666666666,0.08166666666666667,0.024583333333333332,14.80175,14.304166666666665
2026-03-30,24.619916666666665,16.034,0.09033333333333333,0.016999999999999998,15.241916666666667,6.323666666666666
2026-03-31,1.4063333333333332,6.851083333333333,0.002333333333333333,,0.6293333333333333,6.55075
2026-04-01,24.69333333333333,26.749499999999998,0.08166666666666667,0.107,13.546166666666666,15.873083333333334
2026-04-02,27.95425,23.094916666666666,0.1185,0.023,17.74675,12.987583333333333
2026-04-03,26.331083333333332,23.878999999999998,0.08358333333333333,0.029083333333333333,15.540166666666666,13.239666666666666
2026-04-04,30.079166666666666,43.39966666666667,0.07366666666666666,11.753583333333333,15.128499999999999,17.749416666666665
2026-04-05,39.949333333333335,45.58783333333333,0.04025,8.238999999999999,18.815666666666665,17.17675
2026-04-06,38.3465,42.6615,0.04016666666666666,6.687166666666666,18.95883333333333,17.476166666666668
2026-04-07,37.613416666666666,43.223,0.048999999999999995,8.339666666666666,19.11733333333333,17.17975
2026-04-08,41.88275,46.13041666666666,0.049999999999999996,7.529249999999999,19.533666666666665,17.076999999999998
2026-04-09,37.55683333333333,42.873083333333334,0.01983333333333333,6.819333333333333,18.239,17.463083333333334
2026-04-10,40.20066666666666,50.80316666666666,0.039,12.2115,18.405083333333334,17.717916666666667
2026-04-11,43.34758333333333,52.97691666666667,0.0265,14.305166666666667,17.385583333333333,13.614666666666666
2026-04-12,44.67341666666667,53.396499999999996,0.02225,12.231583333333333,19.042749999999998,16.533416666666668
2026-04-13,40.50233333333333,49.184999999999995,0.059416666666666666,10.51475,18.448999999999998,17.693166666666666
2026-04-14,42.59583333333333,44.249583333333334,0.042666666666666665,4.705,19.331916666666665,17.20883333333333
2026-04-15,41.132999999999996,46.45125,0.035166666666666666,7.887333333333333,18.887666666666664,17.28075
2026-04-16,41.436416666666666,47.82225,0.03708333333333333,8.870666666666667,17.471833333333333,15.911666666666665
2026-04-17,40.63341666666666,38.3955,0.05591666666666666,0.8767499999999999,19.14558333333333,16.86675
2026-04-18,40.547583333333336,34.906749999999995,0.03166666666666666,0.01575,18.606833333333334,13.431333333333333
2026-04-19,32.38375,33.813,0.018416666666666665,0.019416666666666665,14.483666666666666,16.64175
2026-04-20,41.67333333333333,40.27616666666667,0.0025,0.62325,18.156166666666667,16.820416666666667
2026-04-21,40.368833333333335,37.51208333333333,0.044,0.004833333333333334,18.19183333333333,15.947999999999999
2026-04-22,42.42283333333333,38.981,0.028916666666666667,0.03233333333333333,17.756999999999998,14.983833333333333
2026-04-23,41.0025,40.278749999999995,0.014666666666666666,0.15308333333333332,16.063416666666665,15.987
2026-04-24,41.45308333333333,39.70025,0.0255,1.1661666666666666,15.94625,13.751916666666666
2026-04-25,42.724333333333334,38.20525,0.041666666666666664,0.10858333333333332,18.657,14.750666666666666
2026-04-26,41.29575,48.37975,0.02733333333333333,8.259166666666667,17.453083333333332,17.479
2026-04-27,41.85166666666667,42.13625,0.020749999999999998,2.1279166666666667,18.430666666666667,17.503999999999998
2026-04-28,36.64966666666667,40.636833333333335,0.017083333333333332,6.615916666666666,14.330416666666666,12.369416666666666
2026-04-29,40.93658333333333,37.766083333333334,0.050083333333333334,0.0026666666666666666,18.703583333333334,16.107083333333332
2026-04-30,41.592749999999995,40.062333333333335,0.048916666666666664,1.2534166666666666,19.282416666666666,17.256916666666665
2026-05-01,44.30075,43.95891666666667,0.009666666666666667,1.4014166666666665,18.190749999999998,17.238166666666665
2026-05-02,42.26808333333333,37.81275,0.004333333333333333,0.010166666666666666,16.851666666666667,12.817499999999999
